scenario,ratio,diff,human_correct,model_correct,Model,Readout Train Data,Readout Type,Encoder Type,Dynamics Type,Encoder Pre-training Task,Encoder Pre-training Dataset,Encoder Pre-training Seed,Encoder Training Task,Encoder Training Dataset,Encoder Training Seed,Dynamics Training Task,Dynamics Training Dataset,Dynamics Training Seed,ModelID,Model Kind,Visual encoder architecture,Dynamics model architecture,ObjectCentric,Supervised,SelfSupervisedLossSelfSupervisedLoss,Encoder Training Dataset Type,Dynamics Training Dataset Type,Readout Train Data Type
clothiness,0.9081415458294533,-0.06220720720720718,0.6772072072072072,0.615,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.7604762538246641,-0.16220720720720716,0.6772072072072072,0.515,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.7604762538246641,-0.16220720720720716,0.6772072072072072,0.515,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,1.0,L2 on 2D position,all,1,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_all_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_L2 on 2D position_1_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.9155248104296927,-0.05720720720720718,0.6772072072072072,0.62,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,1.0,L2 on 2D position,clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_clothiness_L2 on 2D position_1_clothiness_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.8269256352268193,-0.11720720720720712,0.6772072072072072,0.56,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,1.0,L2 on 2D position,clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_clothiness_L2 on 2D position_1_clothiness_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.856458693627777,-0.09720720720720721,0.6772072072072072,0.58,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,1.0,L2 on 2D position,clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_clothiness_L2 on 2D position_1_clothiness_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.856458693627777,-0.09720720720720721,0.6772072072072072,0.58,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,1.0,L2 on 2D position,clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_clothiness_L2 on 2D position_1_clothiness_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_same_L2 on 2D position_1_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.8416921644272981,-0.10720720720720722,0.6772072072072072,0.57,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,1.0,L2 on 2D position,no_clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_no_clothiness_L2 on 2D position_1_no_clothiness_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.9302913396301716,-0.04720720720720717,0.6772072072072072,0.63,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,1.0,L2 on 2D position,no_clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_no_clothiness_L2 on 2D position_1_no_clothiness_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.9007582812292138,-0.06720720720720719,0.6772072072072072,0.61,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,1.0,L2 on 2D position,no_clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_no_clothiness_L2 on 2D position_1_no_clothiness_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.9007582812292138,-0.06720720720720719,0.6772072072072072,0.61,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,1.0,L2 on 2D position,no_clothiness,1,RPIN_R-CNN_1.0_L2 on 2D position_no_clothiness_L2 on 2D position_1_no_clothiness_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_1.0_L2 on 2D position_all_but_this_L2 on 2D position_1_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.790009312225622,-0.14220720720720714,0.6772072072072072,0.535,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.871225222828256,-0.0872072072072072,0.6772072072072072,0.59,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.8933750166289743,-0.07220720720720719,0.6772072072072072,0.605,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.8933750166289743,-0.07220720720720719,0.6772072072072072,0.605,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,all,2.0,L2 on 2D position,all,2,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_all_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_L2 on 2D position_2_same,Neither,Neither,,True,NA,all,all,same
clothiness,0.8859917520287349,-0.0772072072072072,0.6772072072072072,0.6,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,2.0,L2 on 2D position,clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_clothiness_L2 on 2D position_2_clothiness_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.8859917520287349,-0.0772072072072072,0.6772072072072072,0.6,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,2.0,L2 on 2D position,clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_clothiness_L2 on 2D position_2_clothiness_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.8859917520287349,-0.0772072072072072,0.6772072072072072,0.6,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,2.0,L2 on 2D position,clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_clothiness_L2 on 2D position_2_clothiness_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.8859917520287349,-0.0772072072072072,0.6772072072072072,0.6,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,clothiness,2.0,L2 on 2D position,clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_clothiness_L2 on 2D position_2_clothiness_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_same_L2 on 2D position_2_same,Neither,Neither,,True,NA,same,same,same
clothiness,0.8269256352268193,-0.11720720720720712,0.6772072072072072,0.56,RPIN,clothiness,A,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,2.0,L2 on 2D position,no_clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_no_clothiness_L2 on 2D position_2_no_clothiness_readout_A_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.9302913396301716,-0.04720720720720717,0.6772072072072072,0.63,RPIN,clothiness,B,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,2.0,L2 on 2D position,no_clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_no_clothiness_L2 on 2D position_2_no_clothiness_readout_B_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.967207662631369,-0.022207207207207147,0.6772072072072072,0.655,RPIN,clothiness,C,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,2.0,L2 on 2D position,no_clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_no_clothiness_L2 on 2D position_2_no_clothiness_readout_C_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.967207662631369,-0.022207207207207147,0.6772072072072072,0.655,RPIN,clothiness,D,R-CNN,Interaction Network,,,,L2 on 2D position,no_clothiness,2.0,L2 on 2D position,no_clothiness,2,RPIN_R-CNN_2.0_L2 on 2D position_no_clothiness_L2 on 2D position_2_no_clothiness_readout_D_clothiness_per_example_rpin_seed_1_2.csv,RPIN_R-CNN_2.0_L2 on 2D position_all_but_this_L2 on 2D position_2_same,Neither,Neither,,True,NA,all_but_this,all_but_this,same
clothiness,0.8933750166289743,-0.07220720720720719,0.6772072072072072,0.605,SVG,clothiness,A,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.7014101370227485,-0.2022072072072072,0.6772072072072072,0.475,SVG,clothiness,B,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.7973925768258615,-0.13720720720720714,0.6772072072072072,0.54,SVG,clothiness,C,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.7973925768258615,-0.13720720720720714,0.6772072072072072,0.54,SVG,clothiness,D,VGG,LSTM,,,,VAE,all,0.0,VAE,all,0,SVG_VGG_0.0_VAE_all_VAE_0_all_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_VAE_0_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.9893574564320874,-0.007207207207207134,0.6772072072072072,0.67,SVG,clothiness,A,VGG,LSTM,,,,VAE,clothiness,0.0,VAE,clothiness,0,SVG_VGG_0.0_VAE_clothiness_VAE_0_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.8859917520287349,-0.0772072072072072,0.6772072072072072,0.6,SVG,clothiness,B,VGG,LSTM,,,,VAE,clothiness,0.0,VAE,clothiness,0,SVG_VGG_0.0_VAE_clothiness_VAE_0_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.8269256352268193,-0.11720720720720712,0.6772072072072072,0.56,SVG,clothiness,C,VGG,LSTM,,,,VAE,clothiness,0.0,VAE,clothiness,0,SVG_VGG_0.0_VAE_clothiness_VAE_0_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.8269256352268193,-0.11720720720720712,0.6772072072072072,0.56,SVG,clothiness,D,VGG,LSTM,,,,VAE,clothiness,0.0,VAE,clothiness,0,SVG_VGG_0.0_VAE_clothiness_VAE_0_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_same_VAE_0_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.8343088998270586,-0.11220720720720723,0.6772072072072072,0.565,SVG,clothiness,A,VGG,LSTM,,,,VAE,no_clothiness,0.0,VAE,no_clothiness,0,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.7678595184249036,-0.15720720720720716,0.6772072072072072,0.52,SVG,clothiness,B,VGG,LSTM,,,,VAE,no_clothiness,0.0,VAE,no_clothiness,0,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.7457097246241853,-0.17220720720720717,0.6772072072072072,0.505,SVG,clothiness,C,VGG,LSTM,,,,VAE,no_clothiness,0.0,VAE,no_clothiness,0,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.7457097246241853,-0.17220720720720717,0.6772072072072072,0.505,SVG,clothiness,D,VGG,LSTM,,,,VAE,no_clothiness,0.0,VAE,no_clothiness,0,SVG_VGG_0.0_VAE_no_clothiness_VAE_0_no_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_0.0_VAE_all_but_this_VAE_0_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.8195423706265799,-0.12220720720720712,0.6772072072072072,0.555,SVG,clothiness,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.8695844973615361,-0.08831831831831827,0.6772072072072072,0.5888888888888889,SVG,clothiness,A,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.856458693627777,-0.09720720720720721,0.6772072072072072,0.58,SVG,clothiness,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.7711409693583434,-0.15498498498498492,0.6772072072072072,0.5222222222222223,SVG,clothiness,B,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.7678595184249036,-0.15720720720720716,0.6772072072072072,0.52,SVG,clothiness,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.7547337146911445,-0.1660960960960961,0.6772072072072072,0.5111111111111111,SVG,clothiness,C,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.7678595184249036,-0.15720720720720716,0.6772072072072072,0.52,SVG,clothiness,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.7547337146911445,-0.1660960960960961,0.6772072072072072,0.5111111111111111,SVG,clothiness,D,VGG,LSTM,,,,VAE,all,1.0,VAE,all,1,SVG_VGG_1.0_VAE_all_VAE_1_all_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_VAE_1_same,ConvNet,Neither,False,False,NA,all,all,same
clothiness,0.9302913396301716,-0.04720720720720717,0.6772072072072072,0.63,SVG,clothiness,A,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_A_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.8531772426943373,-0.09942942942942945,0.6772072072072072,0.5777777777777777,SVG,clothiness,A,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.8343088998270586,-0.11220720720720723,0.6772072072072072,0.565,SVG,clothiness,B,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_B_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.9023990066959338,-0.06609609609609601,0.6772072072072072,0.6111111111111112,SVG,clothiness,B,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.8490754290275375,-0.10220720720720722,0.6772072072072072,0.575,SVG,clothiness,C,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_C_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.7875482240255421,-0.14387387387387385,0.6772072072072072,0.5333333333333333,SVG,clothiness,C,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.8490754290275375,-0.10220720720720722,0.6772072072072072,0.575,SVG,clothiness,D,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_D_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.7875482240255421,-0.14387387387387385,0.6772072072072072,0.5333333333333333,SVG,clothiness,D,VGG,LSTM,,,,VAE,clothiness,1.0,VAE,clothiness,1,SVG_VGG_1.0_VAE_clothiness_VAE_1_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_same_VAE_1_same,ConvNet,Neither,False,False,NA,same,same,same
clothiness,0.8195423706265799,-0.12220720720720712,0.6772072072072072,0.555,SVG,clothiness,A,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_A_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.8121591060263404,-0.12720720720720713,0.6772072072072072,0.55,SVG,clothiness,A,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_A_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.7014101370227485,-0.2022072072072072,0.6772072072072072,0.475,SVG,clothiness,B,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_B_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.7087934016229879,-0.1972072072072072,0.6772072072072072,0.48,SVG,clothiness,B,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_B_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.7457097246241853,-0.17220720720720717,0.6772072072072072,0.505,SVG,clothiness,C,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_C_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.7604762538246641,-0.16220720720720716,0.6772072072072072,0.515,SVG,clothiness,C,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_C_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.7457097246241853,-0.17220720720720717,0.6772072072072072,0.505,SVG,clothiness,D,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_D_clothiness_per_example_svg.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
clothiness,0.7604762538246641,-0.16220720720720716,0.6772072072072072,0.515,SVG,clothiness,D,VGG,LSTM,,,,VAE,no_clothiness,1.0,VAE,no_clothiness,1,SVG_VGG_1.0_VAE_no_clothiness_VAE_1_no_clothiness_readout_D_clothiness_per_example_svg_seed_0_1_2.csv,SVG_VGG_1.0_VAE_all_but_this_VAE_1_same,ConvNet,Neither,False,False,NA,all_but_this,all_but_this,same
